Home ID,Appliance Type,Energy Consumption (kWh),Outdoor Temperature (°C),Season,Household Size
51,Dishwasher,0.95,-3.9,Fall,5
61,Washing Machine,0.24,-7.1,Fall,5
131,TV,1.94,3.5,Winter,3
344,Dishwasher,0.47,28.8,Fall,5
306,Lights,1.97,9.5,Summer,4
494,Air Conditioning,4.36,6.1,Spring,3
91,TV,1.32,9.2,Winter,3
216,Microwave,0.54,8.5,Summer,1
129,Computer,0.76,7.8,Fall,4
489,Computer,0.72,-0.0,Winter,2
367,Air Conditioning,2.61,6.2,Spring,5
330,Heater,4.93,30.9,Spring,4
270,Dishwasher,0.98,24.3,Fall,4
422,Oven,0.73,24.0,Fall,4
427,Oven,1.98,23.9,Summer,5
326,Washing Machine,1.25,1.4,Winter,5
51,Microwave,0.97,14.0,Spring,1
451,Microwave,0.8,11.7,Fall,5
174,Fridge,0.38,-7.8,Spring,3
54,Oven,0.48,30.7,Fall,4
218,Lights,1.64,18.4,Summer,5
137,Air Conditioning,4.03,-6.1,Spring,5
489,Air Conditioning,4.05,-1.8,Winter,3
363,Dishwasher,0.44,-3.4,Winter,5
408,Heater,2.52,3.0,Spring,4
246,Washing Machine,1.3,35.4,Summer,1
341,Computer,0.75,-5.5,Winter,3
250,Fridge,0.12,12.0,Spring,1
15,Heater,2.59,24.9,Summer,2
239,Lights,1.34,25.9,Fall,5
170,Fridge,0.46,2.9,Summer,5
278,Air Conditioning,3.29,18.9,Spring,1
27,Microwave,0.46,29.0,Winter,3
355,Microwave,1.82,18.9,Winter,2
79,Washing Machine,1.6,34.1,Summer,3
369,Heater,3.69,-2.4,Summer,1
295,Microwave,0.63,-2.4,Fall,3
133,Heater,3.15,1.7,Fall,2
78,Oven,1.45,26.4,Summer,5
420,TV,0.24,23.5,Summer,4
186,Oven,0.94,-6.5,Winter,5
194,Oven,1.82,-0.1,Spring,2
225,Microwave,1.9,32.2,Summer,5
372,Air Conditioning,3.02,39.0,Winter,1
156,Microwave,1.63,17.0,Fall,4
311,Air Conditioning,3.62,-1.7,Summer,1
473,Washing Machine,1.32,1.5,Spring,2
140,Dishwasher,1.75,-5.9,Winter,2
213,Heater,3.14,-6.6,Summer,4
42,Air Conditioning,2.04,19.6,Spring,3
140,Dishwasher,1.79,1.9,Spring,3
139,Air Conditioning,4.91,4.1,Fall,3
205,Air Conditioning,4.34,22.9,Spring,2
251,Air Conditioning,3.59,-9.0,Summer,5
209,Microwave,1.41,-4.9,Spring,3
239,Lights,1.95,37.6,Winter,4
302,Computer,0.89,24.6,Spring,5
266,Microwave,1.47,17.0,Spring,3
204,Microwave,1.54,25.2,Winter,1
104,Fridge,0.39,22.2,Summer,2
148,Computer,1.78,1.5,Winter,3
348,Heater,2.34,6.4,Winter,5
118,Microwave,1.61,29.7,Fall,1
71,Fridge,0.25,26.5,Spring,1
100,Fridge,0.15,23.7,Spring,2
204,TV,0.28,-8.9,Winter,5
398,Washing Machine,0.2,16.5,Summer,1
413,Heater,3.74,4.9,Winter,4
358,TV,1.72,-7.8,Summer,3
351,Computer,1.36,-2.1,Fall,2
59,Dishwasher,0.64,22.2,Winter,5
4,Microwave,0.64,5.5,Spring,3
245,Washing Machine,0.99,5.5,Summer,5
474,Washing Machine,1.77,28.5,Winter,2
324,Washing Machine,0.81,16.5,Winter,3
130,Fridge,0.37,8.9,Spring,2
155,TV,1.84,5.7,Spring,2
311,Dishwasher,1.88,-0.2,Fall,4
335,Washing Machine,1.5,6.0,Summer,1
85,Heater,2.29,-9.5,Summer,3
207,Dishwasher,1.7,-5.1,Spring,1
379,Heater,2.11,6.1,Summer,2
142,Computer,1.72,-1.7,Spring,3
269,Dishwasher,0.41,8.4,Winter,3
470,Fridge,0.5,18.3,Summer,1
372,Dishwasher,0.93,20.8,Fall,1
379,Heater,4.12,30.6,Spring,2
101,TV,1.83,37.6,Fall,5
393,Oven,1.66,2.3,Winter,5
101,Air Conditioning,3.95,25.8,Winter,1
377,Oven,0.48,4.9,Fall,5
176,Air Conditioning,2.19,35.5,Spring,1
493,Lights,0.97,-6.3,Spring,3
487,Dishwasher,1.56,-5.8,Summer,2
437,Air Conditioning,4.19,4.1,Winter,4
257,Fridge,0.2,11.2,Fall,4
55,Lights,0.72,17.4,Winter,4
105,Microwave,1.52,20.8,Winter,1
426,Washing Machine,0.35,17.1,Summer,5
150,Oven,0.74,26.1,Summer,5
18,Washing Machine,1.36,17.6,Winter,5
477,Computer,0.7,35.9,Fall,1
377,Air Conditioning,3.69,32.0,Summer,3
493,Fridge,0.47,35.5,Winter,5
255,Washing Machine,1.47,22.3,Spring,4
37,Dishwasher,1.88,5.4,Fall,3
397,Air Conditioning,4.0,-5.7,Summer,3
379,Washing Machine,1.48,0.5,Winter,1
293,Air Conditioning,3.07,30.0,Summer,1
129,Dishwasher,0.27,19.1,Winter,5
91,Washing Machine,1.62,-6.2,Spring,2
443,Microwave,0.75,34.8,Spring,4
482,Computer,1.7,-4.4,Spring,4
8,Heater,4.88,33.7,Fall,2
301,Dishwasher,1.67,36.0,Summer,2
324,Heater,4.47,33.2,Winter,1
211,Lights,0.41,23.4,Fall,3
289,Air Conditioning,4.16,34.2,Summer,4
211,TV,0.35,-1.6,Summer,2
85,TV,0.97,0.2,Fall,2
290,Computer,1.11,14.2,Fall,4
24,Dishwasher,1.58,1.4,Spring,5
316,Heater,2.11,-9.7,Winter,4
64,Dishwasher,1.53,20.0,Winter,1
420,Oven,0.75,27.3,Spring,2
379,Air Conditioning,3.84,-4.1,Spring,2
231,Oven,1.57,23.6,Spring,1
344,Air Conditioning,2.47,18.0,Fall,1
405,Fridge,0.5,11.5,Fall,5
306,Dishwasher,0.34,2.0,Summer,2
417,Washing Machine,0.85,15.8,Spring,4
434,TV,0.83,-4.7,Fall,5
8,Fridge,0.23,28.6,Winter,5
182,Dishwasher,1.34,5.1,Fall,2
180,Microwave,1.88,22.8,Fall,4
35,Air Conditioning,2.62,32.4,Summer,2
102,Microwave,0.2,28.8,Summer,2
258,Fridge,0.35,8.6,Winter,3
237,Lights,0.82,7.6,Spring,2
368,Fridge,0.19,13.6,Fall,5
106,Lights,0.94,-1.7,Summer,5
244,Oven,1.13,20.8,Fall,4
35,Washing Machine,1.15,26.4,Summer,2
387,Microwave,1.58,13.9,Fall,5
451,TV,0.78,26.7,Fall,2
353,Fridge,0.42,-7.3,Fall,1
316,Fridge,0.25,29.2,Spring,5
491,Fridge,0.26,7.0,Winter,1
378,Computer,1.77,21.5,Summer,3
400,Microwave,0.55,9.9,Spring,4
344,Heater,3.16,25.6,Fall,2
271,Fridge,0.44,29.8,Summer,1
435,Microwave,0.76,34.8,Summer,1
135,Lights,1.53,-8.8,Summer,3
189,Fridge,0.21,36.9,Fall,4
359,Lights,1.9,23.1,Summer,4
440,Dishwasher,0.92,15.8,Winter,1
22,Microwave,1.78,20.3,Summer,4
205,TV,1.97,18.3,Fall,4
140,Microwave,1.03,25.6,Summer,4
176,Air Conditioning,3.88,10.7,Winter,5
77,Computer,1.24,-5.4,Summer,5
16,Oven,1.18,31.0,Spring,1
122,Oven,1.17,12.4,Summer,3
149,Fridge,0.13,-4.3,Winter,4
412,Microwave,0.89,32.1,Spring,4
116,Washing Machine,1.67,-6.5,Fall,2
239,Washing Machine,1.56,27.9,Spring,3
121,Heater,3.11,16.2,Spring,3
380,Heater,3.64,-1.7,Winter,1
10,TV,1.86,-7.7,Spring,1
64,Dishwasher,0.23,24.8,Winter,3
66,Washing Machine,0.24,18.9,Spring,2
28,Microwave,1.5,-8.5,Summer,4
220,Air Conditioning,2.34,-3.4,Fall,4
454,Lights,1.72,-7.8,Summer,2
100,TV,1.5,24.8,Spring,5
164,Oven,0.32,-3.9,Spring,3
27,Washing Machine,1.76,22.6,Spring,3
113,Lights,0.51,10.4,Winter,1
255,Microwave,0.53,37.3,Winter,4
314,Lights,1.1,-9.8,Summer,3
77,Air Conditioning,3.14,6.0,Spring,3
409,Oven,1.53,-5.0,Summer,3
302,Oven,1.54,-3.0,Summer,3
270,Washing Machine,0.26,38.6,Summer,5
456,Washing Machine,1.86,4.2,Spring,5
445,Lights,1.86,-0.7,Summer,4
475,Heater,3.82,-4.8,Winter,5
472,Oven,1.57,-5.2,Summer,4
342,Washing Machine,1.67,26.8,Fall,4
278,Microwave,0.53,8.8,Spring,1
12,Lights,1.79,30.3,Summer,2
207,Microwave,0.86,5.0,Fall,5
211,Washing Machine,1.2,-3.4,Fall,1
244,Microwave,0.61,26.6,Summer,4
316,Fridge,0.24,10.3,Spring,2
389,Dishwasher,0.34,18.8,Spring,3
92,Fridge,0.43,-0.3,Summer,2
493,TV,0.4,11.9,Summer,3
188,Microwave,1.39,37.9,Fall,5
166,Computer,1.31,15.5,Summer,5
134,Oven,1.9,24.9,Spring,1
360,Air Conditioning,3.95,23.6,Winter,4
227,Oven,1.59,11.4,Spring,5
310,TV,0.63,20.6,Fall,2
168,Oven,1.45,12.8,Fall,4
281,Microwave,1.88,14.5,Winter,5
458,TV,1.71,14.2,Spring,4
241,Dishwasher,1.13,1.4,Fall,5
234,Microwave,0.26,5.1,Summer,5
444,Computer,0.27,29.5,Fall,1
59,Air Conditioning,4.53,27.9,Fall,1
227,Microwave,0.34,39.3,Fall,5
25,Lights,0.42,5.1,Fall,1
196,Air Conditioning,4.0,31.0,Summer,5
378,Air Conditioning,3.92,4.5,Fall,4
82,Computer,1.25,24.5,Summer,3
386,Microwave,1.22,6.6,Summer,4
332,Heater,4.45,4.7,Spring,4
124,Computer,1.42,18.1,Winter,5
454,Fridge,0.15,34.7,Summer,2
344,TV,1.69,-5.4,Winter,1
172,Air Conditioning,3.16,4.5,Spring,2
165,Microwave,0.28,24.3,Spring,3
23,Oven,1.68,32.2,Summer,5
331,Fridge,0.15,-3.6,Summer,5
245,Fridge,0.2,-8.1,Summer,4
339,Computer,0.43,12.0,Fall,3
58,Dishwasher,1.34,5.5,Fall,1
270,Air Conditioning,3.13,2.4,Summer,2
476,Lights,0.93,-0.6,Winter,2
71,Washing Machine,0.53,23.2,Summer,1
298,TV,1.24,39.8,Spring,2
497,Washing Machine,0.44,2.8,Summer,5
482,Washing Machine,1.47,15.4,Summer,5
141,Microwave,1.32,7.5,Summer,3
372,Fridge,0.14,36.6,Fall,5
189,Dishwasher,0.42,33.4,Winter,5
476,Fridge,0.17,19.0,Fall,3
448,Computer,0.76,-1.4,Fall,4
346,Lights,0.27,21.8,Spring,5
172,TV,0.4,8.8,Summer,5
168,Lights,0.98,20.8,Fall,3
109,Microwave,1.66,1.6,Summer,4
191,Lights,0.59,15.8,Fall,1
307,Computer,0.62,1.0,Winter,5
355,Computer,0.48,5.0,Winter,4
84,Microwave,1.16,-1.2,Fall,3
22,Microwave,1.74,27.8,Spring,2
69,Dishwasher,0.74,17.5,Winter,1
382,Oven,1.91,38.8,Summer,5
268,Fridge,0.46,17.4,Winter,4
129,Air Conditioning,4.61,-2.2,Fall,3
78,Oven,0.77,38.4,Winter,4
57,Lights,1.18,-2.1,Fall,3
65,Washing Machine,0.33,-1.1,Winter,3
136,Oven,1.5,-4.0,Winter,2
119,TV,1.14,-7.3,Spring,3
136,Microwave,0.42,-8.8,Spring,5
66,Computer,0.99,13.3,Summer,1
184,Air Conditioning,3.63,34.5,Winter,1
8,Dishwasher,1.25,31.9,Summer,4
151,Air Conditioning,4.7,30.2,Fall,3
109,Washing Machine,1.06,5.2,Winter,5
24,Washing Machine,0.98,25.9,Summer,2
391,TV,1.48,1.0,Summer,5
462,Air Conditioning,2.37,30.8,Fall,5
121,Fridge,0.49,25.3,Summer,5
138,Microwave,1.31,39.0,Fall,5
377,Washing Machine,1.5,24.2,Spring,3
256,Air Conditioning,2.67,29.2,Summer,2
478,Air Conditioning,2.35,32.8,Fall,1
185,TV,1.09,39.4,Fall,3
296,Washing Machine,0.97,17.8,Winter,2
70,Lights,1.54,18.0,Fall,4
155,Computer,1.83,29.7,Spring,4
474,Dishwasher,0.79,-8.9,Spring,5
217,Lights,0.87,34.5,Fall,5
171,Computer,0.46,29.9,Summer,5
167,Microwave,1.51,33.6,Summer,4
161,Microwave,0.84,10.8,Summer,4
432,Washing Machine,1.66,34.0,Fall,5
366,Fridge,0.44,4.3,Spring,1
138,Fridge,0.31,33.9,Winter,3
474,Lights,1.95,34.8,Spring,4
78,Computer,0.3,-4.2,Fall,4
410,Heater,3.94,14.9,Spring,4
342,Heater,4.21,16.4,Summer,2
195,Microwave,0.48,27.0,Fall,4
54,Computer,0.98,0.6,Winter,3
279,Dishwasher,1.0,29.9,Summer,1
329,Heater,4.0,23.7,Summer,5
246,Air Conditioning,2.92,36.4,Spring,5
146,Computer,0.24,3.6,Spring,1
113,Dishwasher,1.78,39.4,Spring,1
370,Washing Machine,0.69,15.4,Spring,1
260,Computer,1.86,-5.1,Spring,2
422,Lights,0.29,-5.8,Summer,4
42,Heater,3.26,11.6,Winter,4
126,Computer,0.39,39.4,Fall,5
37,Oven,0.71,-0.4,Spring,5
340,Fridge,0.35,37.5,Winter,1
44,Computer,1.92,6.9,Spring,2
285,Fridge,0.15,3.4,Winter,2
306,Heater,4.07,-9.0,Fall,2
465,Fridge,0.12,7.4,Spring,5
128,Microwave,1.49,34.8,Summer,2
436,Washing Machine,0.87,14.0,Summer,2
340,Fridge,0.34,18.4,Spring,3
476,Microwave,0.31,36.6,Fall,2
457,Computer,0.22,-2.4,Summer,4
257,Heater,4.48,2.8,Summer,2
87,Dishwasher,1.56,39.6,Spring,2
240,Washing Machine,0.33,23.6,Spring,1
264,Heater,4.31,27.8,Summer,4
335,Oven,0.57,31.5,Spring,5
14,Air Conditioning,3.66,32.7,Summer,4
53,Lights,0.41,19.4,Winter,5
41,Computer,1.43,35.3,Spring,5
316,Dishwasher,1.13,-7.5,Winter,2
302,Computer,0.5,7.0,Fall,2
43,TV,1.99,-4.8,Summer,4
341,Dishwasher,1.53,7.5,Spring,5
232,Fridge,0.13,39.7,Spring,4
490,Air Conditioning,2.6,39.7,Fall,4
452,Washing Machine,1.76,11.4,Summer,3
208,Dishwasher,0.98,0.2,Winter,4
115,Washing Machine,0.49,37.5,Spring,1
437,TV,1.68,20.9,Winter,2
213,Computer,1.87,-3.3,Fall,3
394,TV,1.43,15.8,Fall,1
9,Fridge,0.46,-5.7,Winter,4
480,Fridge,0.29,20.1,Summer,3
236,Oven,1.44,9.8,Winter,2
457,Washing Machine,0.79,-4.0,Spring,5
61,TV,1.14,-8.3,Fall,2
442,Lights,0.91,39.9,Fall,4
239,Oven,0.46,-7.2,Summer,3
462,Washing Machine,0.7,37.3,Summer,5
48,Washing Machine,1.96,25.2,Winter,5
121,Oven,0.67,11.3,Summer,5
493,Air Conditioning,2.51,16.9,Fall,1
333,Washing Machine,0.92,11.2,Summer,5
301,TV,1.25,-2.7,Spring,3
179,Lights,0.2,33.2,Summer,5
198,TV,1.51,10.6,Summer,5
27,Fridge,0.14,33.4,Spring,5
19,Microwave,0.6,4.8,Spring,1
231,Computer,1.28,22.4,Summer,2
366,Washing Machine,1.02,33.6,Winter,4
408,Dishwasher,0.86,12.3,Fall,3
9,TV,1.68,-7.4,Spring,3
401,Computer,0.66,-6.4,Fall,4
381,Oven,0.61,14.4,Winter,5
331,Oven,1.24,0.2,Spring,2
21,Washing Machine,0.9,17.1,Winter,3
386,Fridge,0.34,5.4,Fall,1
258,Computer,1.32,-0.6,Summer,4
43,Heater,3.37,34.2,Spring,3
145,Microwave,0.71,-3.9,Spring,4
152,Oven,0.36,-5.9,Summer,1
23,Heater,2.74,33.2,Spring,4
74,Dishwasher,1.75,32.5,Summer,3
178,Air Conditioning,4.01,20.7,Spring,1
365,Lights,1.99,-1.9,Winter,5
273,Air Conditioning,3.49,29.8,Summer,1
203,Oven,0.48,25.8,Summer,5
327,Dishwasher,1.02,31.9,Summer,4
489,Microwave,1.11,32.4,Spring,1
369,Dishwasher,0.87,33.0,Winter,2
123,Oven,1.46,34.8,Fall,5
424,Fridge,0.19,10.0,Summer,1
1,Oven,1.66,-7.1,Summer,2
409,Lights,0.39,33.4,Spring,3
334,TV,0.66,10.8,Winter,4
282,Air Conditioning,4.07,3.0,Summer,2
12,Heater,2.01,21.0,Summer,5
111,Heater,3.11,-3.6,Spring,2
64,Air Conditioning,3.9,21.0,Winter,3
85,Microwave,1.84,20.0,Fall,3
311,Lights,1.69,15.7,Spring,5
287,Lights,0.65,27.6,Winter,2
143,TV,1.24,0.8,Spring,3
202,Lights,0.27,-4.0,Spring,3
96,TV,0.35,2.2,Spring,4
123,Washing Machine,0.3,11.5,Winter,3
336,Washing Machine,0.76,9.3,Summer,5
398,Computer,1.02,37.6,Summer,3
198,Dishwasher,0.83,33.9,Summer,4
458,Washing Machine,0.23,-1.4,Summer,5
291,TV,0.83,9.9,Summer,2
322,Washing Machine,1.75,-4.4,Spring,2
266,Heater,4.42,16.5,Spring,2
79,TV,1.19,-3.3,Summer,5
129,Air Conditioning,3.65,0.4,Winter,4
91,TV,1.71,11.7,Summer,2
377,Oven,1.26,13.8,Summer,5
273,Fridge,0.36,28.5,Fall,4
461,Air Conditioning,3.84,-8.8,Fall,5
125,Heater,4.46,-4.1,Fall,5
380,Washing Machine,0.28,28.4,Spring,2
112,Heater,2.46,38.6,Winter,1
19,Fridge,0.16,33.2,Summer,4
117,Fridge,0.26,-7.8,Winter,3
490,Heater,4.18,12.5,Summer,5
432,TV,1.81,12.6,Fall,5
45,TV,0.58,27.1,Winter,3
296,Dishwasher,1.39,29.7,Spring,3
381,TV,1.09,-6.6,Fall,4
302,Fridge,0.38,22.1,Summer,2
301,Lights,1.09,-2.9,Summer,1
403,Fridge,0.18,-5.5,Winter,3
310,Washing Machine,1.56,21.4,Spring,3
249,Washing Machine,1.67,38.6,Fall,5
41,Dishwasher,1.17,38.7,Fall,3
436,Dishwasher,1.39,5.6,Summer,2
21,TV,0.92,30.4,Spring,3
138,Heater,3.48,13.4,Spring,3
93,Microwave,1.47,26.7,Spring,4
433,Heater,4.8,30.6,Winter,5
121,Fridge,0.45,20.2,Fall,4
113,Lights,1.3,-1.2,Spring,4
71,Washing Machine,0.82,27.8,Spring,3
439,Oven,0.95,14.7,Spring,4
277,Air Conditioning,4.45,12.3,Summer,2
89,Washing Machine,1.97,8.4,Winter,5
46,Oven,1.79,32.0,Winter,5
86,Microwave,1.58,23.5,Winter,5
158,Lights,0.86,36.3,Summer,5
7,Dishwasher,1.53,24.2,Fall,3
30,Microwave,1.19,33.2,Fall,3
60,Lights,1.2,36.3,Winter,3
6,Washing Machine,0.91,5.5,Summer,1
317,Microwave,1.21,12.3,Spring,5
76,Computer,0.71,-9.8,Summer,5
127,Heater,4.19,-9.5,Summer,1
126,Dishwasher,1.52,0.0,Fall,2
63,Washing Machine,1.71,28.9,Spring,4
442,Washing Machine,0.7,-8.2,Winter,5
424,Oven,1.12,-6.0,Summer,2
159,Washing Machine,0.6,28.6,Summer,3
362,Fridge,0.5,-7.5,Winter,1
175,Computer,1.31,25.3,Winter,4
498,Washing Machine,1.55,27.0,Summer,4
215,Washing Machine,1.43,7.5,Spring,3
328,TV,0.92,26.9,Winter,2
294,Washing Machine,0.56,26.0,Spring,3
128,Heater,2.44,-2.5,Summer,1
136,Lights,0.92,29.1,Fall,1
123,Microwave,1.3,2.1,Fall,4
498,Fridge,0.28,8.7,Winter,4
469,Heater,2.92,25.4,Fall,2
212,Oven,1.24,11.5,Spring,5
399,Lights,0.81,36.4,Spring,1
302,Oven,1.46,21.0,Winter,3
424,Lights,0.36,20.8,Winter,2
453,TV,0.97,-7.3,Spring,1
339,Microwave,0.51,20.5,Fall,5
237,Oven,0.94,23.4,Winter,2
119,Computer,0.95,35.9,Summer,4
118,Lights,0.48,-9.8,Spring,4
237,TV,1.11,4.9,Spring,2
157,Heater,4.4,25.1,Spring,4
416,Microwave,1.6,3.7,Winter,3
488,Air Conditioning,3.54,7.2,Summer,2
262,Computer,0.85,10.3,Spring,5
462,Fridge,0.15,21.9,Fall,2
439,Fridge,0.26,-3.2,Summer,3
49,Washing Machine,0.8,26.7,Winter,5
441,Washing Machine,0.37,20.6,Spring,2
37,Heater,3.33,31.6,Fall,5
53,Oven,1.49,-7.6,Spring,5
187,Dishwasher,1.84,11.5,Winter,3
187,Microwave,1.35,13.4,Fall,3
448,Fridge,0.28,31.2,Fall,3
262,Lights,0.41,27.1,Winter,3
367,Air Conditioning,2.79,-7.9,Spring,1
384,Air Conditioning,3.69,-5.4,Fall,2
460,Microwave,1.43,2.3,Summer,1
63,TV,0.98,29.3,Fall,5
445,Computer,0.68,5.2,Spring,5
259,Dishwasher,1.69,0.1,Fall,3
180,Air Conditioning,3.94,22.8,Fall,3
484,Computer,1.99,39.4,Spring,3
464,Microwave,1.81,-8.4,Fall,5
73,Dishwasher,0.99,-7.9,Spring,2
378,Air Conditioning,4.17,-7.3,Spring,4
2,Oven,1.89,-2.8,Spring,2
247,TV,0.43,24.0,Winter,3
444,Washing Machine,0.86,20.4,Fall,5
12,Air Conditioning,3.79,14.9,Summer,4
499,Fridge,0.31,2.2,Spring,1
23,Fridge,0.48,19.8,Spring,2
36,Dishwasher,1.79,13.4,Winter,1
497,Fridge,0.18,24.3,Fall,4
447,Fridge,0.22,-6.1,Summer,2
63,Fridge,0.27,0.9,Winter,5
318,Computer,1.99,17.9,Winter,4
116,Microwave,1.35,25.6,Winter,3
193,Lights,0.63,-2.9,Winter,1
131,Computer,0.86,1.0,Fall,3
350,Oven,0.33,-7.1,Summer,3
431,Washing Machine,0.62,7.7,Spring,5
226,Lights,0.81,-7.9,Winter,1
23,Oven,0.97,21.8,Summer,2
498,Lights,1.09,17.0,Winter,1
317,Microwave,1.84,6.8,Spring,1
95,Washing Machine,1.61,35.4,Summer,1
238,Dishwasher,0.58,-2.7,Winter,1
170,Heater,3.19,28.4,Summer,1
373,Fridge,0.12,10.3,Fall,2
333,Washing Machine,1.32,0.2,Fall,3
436,TV,1.23,-4.2,Winter,4
473,Washing Machine,1.9,39.4,Fall,5
144,Lights,0.56,-6.2,Spring,1
423,Computer,1.82,19.9,Spring,5
275,Air Conditioning,3.46,25.9,Fall,3
47,Washing Machine,0.81,8.7,Spring,3
345,Heater,4.11,29.7,Fall,1
337,Microwave,0.55,-3.6,Spring,2
454,Heater,4.99,36.4,Winter,3
30,TV,0.98,36.0,Fall,3
396,Microwave,0.8,-3.4,Spring,5
27,Air Conditioning,3.03,9.8,Fall,3
204,Heater,2.02,-9.3,Fall,1
10,Heater,2.08,34.5,Fall,5
208,Computer,1.77,-8.2,Summer,3
326,Dishwasher,0.23,20.0,Spring,5
418,Lights,1.83,6.2,Fall,5
469,Dishwasher,1.41,15.6,Spring,4
3,Computer,0.95,14.8,Winter,5
278,Computer,1.42,28.4,Fall,5
19,Washing Machine,0.35,-4.7,Winter,2
285,Lights,1.77,5.2,Spring,2
440,Lights,0.43,5.2,Spring,5
86,Air Conditioning,3.09,22.0,Fall,1
374,Lights,1.19,38.1,Winter,5
370,Oven,1.76,10.2,Summer,3
405,Oven,1.28,28.0,Fall,5
484,Heater,4.71,23.3,Fall,2
236,Air Conditioning,2.65,-5.3,Winter,5
192,TV,1.34,24.9,Fall,3
137,Computer,0.65,6.8,Winter,4
468,Oven,1.3,30.2,Spring,1
323,Computer,1.53,7.5,Summer,2
446,Oven,1.42,14.6,Winter,2
283,Fridge,0.22,33.1,Spring,4
313,Computer,1.48,21.4,Winter,4
465,Fridge,0.45,17.2,Summer,2
179,Heater,2.39,31.1,Spring,5
30,TV,0.5,-8.3,Summer,3
142,Heater,3.01,-4.8,Spring,5
382,Air Conditioning,3.84,29.4,Summer,2
185,Air Conditioning,3.02,39.9,Winter,2
57,Lights,1.27,4.6,Fall,3
459,Heater,3.54,12.6,Winter,4
344,Heater,2.72,9.5,Summer,4
350,Oven,0.23,6.0,Summer,3
498,TV,0.62,35.6,Winter,4
176,Computer,1.75,18.7,Fall,4
271,Washing Machine,0.36,-0.8,Fall,1
98,Air Conditioning,4.29,-5.8,Fall,4
85,Air Conditioning,3.77,30.2,Winter,2
32,Microwave,0.99,29.6,Spring,5
38,Dishwasher,0.23,14.1,Fall,4
98,Heater,4.82,12.1,Summer,2
9,Computer,1.06,21.9,Winter,2
236,Oven,1.97,8.2,Spring,1
308,Dishwasher,1.85,4.1,Winter,5
387,Fridge,0.45,15.9,Winter,4
422,Lights,0.69,27.6,Summer,5
394,Computer,1.57,8.8,Winter,4
497,Air Conditioning,4.37,25.0,Summer,1
97,Oven,1.42,28.5,Spring,3
434,Oven,1.94,24.8,Spring,3
472,Lights,1.59,0.5,Fall,1
167,Washing Machine,1.96,30.0,Spring,3
147,Air Conditioning,2.1,13.8,Winter,2
178,Air Conditioning,3.09,15.4,Fall,2
113,Washing Machine,1.47,10.4,Summer,5
298,Microwave,1.87,18.7,Fall,5
96,Oven,1.86,-5.5,Summer,2
190,Oven,0.33,31.6,Summer,3
48,Computer,0.82,8.1,Spring,5
460,Microwave,0.44,36.7,Winter,4
59,Computer,0.52,10.0,Fall,1
54,Washing Machine,0.87,3.6,Fall,3
120,Fridge,0.21,14.4,Winter,4
486,Air Conditioning,4.85,35.1,Summer,5
466,Microwave,1.21,5.2,Fall,5
247,Oven,0.95,-8.1,Winter,3
243,Air Conditioning,2.17,5.5,Spring,1
125,TV,1.95,20.2,Winter,5
169,Dishwasher,1.92,31.6,Spring,2
281,Dishwasher,1.01,25.5,Spring,5
146,Oven,0.7,33.4,Winter,3
300,Air Conditioning,4.03,-8.3,Spring,4
423,Computer,1.85,33.7,Summer,4
86,Air Conditioning,4.94,33.9,Winter,2
233,Fridge,0.24,-5.7,Spring,2
3,Oven,1.46,-7.6,Fall,3
163,Washing Machine,1.46,-9.3,Winter,4
48,Fridge,0.47,11.9,Fall,2
414,TV,1.79,1.9,Winter,2
440,TV,1.28,15.4,Winter,2
257,Microwave,0.65,-1.6,Summer,3
330,Fridge,0.41,23.5,Winter,5
367,Air Conditioning,3.45,6.6,Winter,3
26,Fridge,0.13,-5.2,Winter,2
303,Lights,1.07,3.2,Fall,2
349,Computer,0.68,-4.6,Spring,4
226,Lights,0.63,-8.3,Summer,1
144,Air Conditioning,2.33,33.4,Summer,3
500,Computer,1.88,-7.4,Winter,4
426,Fridge,0.24,1.8,Spring,4
481,Washing Machine,1.07,14.0,Winter,4
465,Heater,5.0,36.7,Winter,2
318,Lights,0.65,29.0,Summer,2
491,Dishwasher,1.28,24.8,Spring,5
73,Dishwasher,0.5,23.9,Spring,1
439,TV,1.89,26.9,Fall,5
8,Microwave,1.1,-8.6,Spring,3
467,Air Conditioning,3.26,23.8,Summer,5
1,Fridge,0.47,9.5,Summer,2
11,Fridge,0.48,-2.9,Spring,2
15,Oven,1.75,-4.4,Spring,2
123,Computer,0.25,14.1,Winter,3
192,Lights,1.17,-8.6,Summer,1
72,Microwave,1.26,22.5,Fall,1
441,Computer,1.55,19.6,Spring,1
434,Computer,1.3,-5.5,Spring,2
135,Dishwasher,0.66,1.3,Winter,5
367,Air Conditioning,2.12,27.8,Fall,5
331,Lights,1.81,-0.4,Spring,1
73,Washing Machine,1.4,5.1,Spring,1
362,Washing Machine,0.27,37.9,Winter,2
82,Fridge,0.24,15.6,Winter,5
2,Microwave,0.85,13.9,Winter,1
108,Microwave,0.71,5.7,Fall,2
220,Heater,4.63,3.8,Winter,4
429,Dishwasher,1.9,15.9,Spring,1
413,Air Conditioning,4.84,9.5,Spring,4
444,Oven,1.03,1.9,Summer,2
109,Computer,0.26,3.5,Winter,5
369,Oven,0.8,-9.9,Summer,5
49,TV,1.88,29.4,Winter,4
231,Microwave,1.49,22.2,Fall,5
19,Computer,0.53,-1.0,Summer,3
68,Dishwasher,0.33,10.0,Winter,3
